Eesnimi;Perenimi;Sugu;Sünniaeg;Isikukood;Maakond;Tänav;Asula;Asulatüüp;Mobiiltelefon;Telefon;Surmaaeg;Vanus
Alla;Tali;N;18.08.1972;47208181912;Lääne-Virumaa;Täpiku;Pehka;küla;57129402;3260229;;
Merlyn;Kivilo;N;18.08.1945;44508180127;Viljandimaa;Liipri;Kärstna;küla;55659477;4385824;;
Kristlin;Ruus;N;18.08.1918;41808187054;Pärnumaa;Suur-Laagri;Muriste;küla;56395363;4413764;;
Tobias;Kaljurand;M;18.08.1983;38308181726;Põlvamaa;Kilu;Puuri;küla;55871668;7948570;;
Ksenia;Annus;N;18.08.1927;42708181777;Järvamaa;Kagu;Seliküla;küla;55940552;3891883;;
Renata;Abderhalden;N;18.08.2019;61908183098;Jõgevamaa;Koldrohu tee;Väljataguse;küla;52607476;7793629;27.12.2019;0
Laureen;Erik;N;18.08.1945;44508183978;Viljandimaa;Vabaõhumuuseumi tee;Mõnnaste;küla;;4352152;24.06.1978;32
Samanta;Õunapuu;N;18.08.1955;45508180718;Võrumaa;Sangla;Vasla;küla;54851277;7865666;;
Getrin;Pihelgas;N;18.08.1995;49508187937;Ida-Virumaa;Lühike;Kohtla;küla;52014618;3311067;11.12.2005;10
Rihard;Kroon;M;07.01.2015;51501078972;Harjumaa;Nurmenuku tee;Lubja;küla;53455755;6489904;18.08.2015;0
Liisa;Safronov;N;18.08.1944;44408181288;Tartumaa;Kotkapoja;Metsalaane;küla;59598769;7320679;;
Jana;Kink;N;18.08.1901;40108183174;Jõgevamaa;Toomapere;Nõva;küla;59860754;7787036;;
Teele;Kallaste;N;18.08.1980;48008186635;Lääne-Virumaa;Lehtmäe;Põdrangu;küla;59664414;3248158;;
Enelin;Sild;N;18.08.1983;48308181285;Harjumaa;Kiini;Kernu;küla;53703178;6601430;;
Elsa;Nikiforov;N;18.08.1980;48008180719;Raplamaa;Kampri;Tõnumaa;küla;57477368;4815243;;
Laur;Sidorov;M;18.08.1951;35108182014;Võrumaa;Leete;Kühmamäe;küla;50446910;7858319;;
Geili;Susi;N;18.08.1994;49408188019;Harjumaa;Vastla;Odulemma;küla;55717133;6718351;;
Alexandre;Kalmus;M;18.08.1993;39308185830;Harjumaa;Kaljase;Joaveski;küla;59677911;6445154;;
Rostislav;Urb;M;18.08.1915;31508184239;Viljandimaa;Endla;Kõo;küla;50759945;4347875;;
Edvin;Vill;M;05.06.1952;35206059926;Põlvamaa;Suur Rannavärav;Rahumäe;küla;;7922061;18.08.1960;8
Natalia;Tuulik;N;18.08.1961;46108182076;Tartumaa;Vana-Veerenni;Kõivu;küla;59033410;7661764;;
Erik;Roots;M;18.08.1947;34708181732;Lääne-Virumaa;Aardla;Aaspere;küla;;3276236;15.10.1976;29
Jaana;Abel;N;18.08.1921;42108183248;Raplamaa;Friedrich Kuhlbarsi;Inda;küla;59955314;4805639;;
Valerija;Zujev;N;18.08.1975;47508186905;Läänemaa;Nahavabriku;Päri;küla;52359020;4795000;;
Sylvia;Saul;N;18.08.1994;49408181725;Võrumaa;Mõisa park;Sakurgi;küla;54264878;7889248;;
Elizaveta;Kutsar;N;18.08.1946;44608182771;Võrumaa;Saugamõisa tee;Tindi;küla;53613009;7891312;;
Reiko;Golubev;M;18.08.1981;38108188577;Hiiumaa;Möldre tee;Tempa;küla;53783367;4663104;;
Daniil;Pavlov;M;18.08.1978;37808181629;Harjumaa;Luule;Kiviloo;küla;56443254;6702392;;
Mariell;Mänd;N;18.08.1972;47208180695;Jõgevamaa;Salve;Nõva;küla;54001955;7717044;;
Gendra;Viks;N;18.08.1952;45208186642;Pärnumaa;Lootuse puiestee;Kaansoo;küla;55009994;4422226;;
Reigo;Friedman;M;18.08.1903;30308187023;Valgamaa;Künka;Otepää;linn;59113544;7606447;;
Henry;Karpova;M;18.08.1910;31008182437;Lääne-Virumaa;Veerenni;Miila;küla;55193088;3236935;;
Stiina;Hõbe;N;18.08.1991;49108187836;Harjumaa;Vigla;Härmakosu;küla;55746764;6660250;;
Tomi;Mägi;M;18.08.1981;38108180360;Tartumaa;Lao tänav;Metsanuka;küla;57991530;7186567;;
Lily;Randmaa;N;18.08.1969;46908185066;Saaremaa;Juhan Smuuli tee;Vilsandi;küla;55438930;4543191;;
Ain;Liivamägi;M;11.07.2006;50607110086;Pärnumaa;Ravi;Lüüste;küla;51278373;4471863;18.08.2012;6
Jaana;Järv;N;18.08.1938;43808183991;Viljandimaa;Võrse;Vana-Võidu;küla;51383984;4395890;;
Caroline;Sikk;N;18.08.1937;43708187989;Pärnumaa;Mehaanika põik;Kablima;küla;51763834;4404878;;
Aksel;Soosaar;M;18.08.2010;51008181366;Harjumaa;Neeme;Jõgisoo;küla;55964348;6768615;;
Maribel;Ruus;N;18.08.1913;41308188786;Põlvamaa;Tehnika;Mustakurmu;küla;54204933;7938314;;
Kristiina;Johanson;N;18.08.1968;46808185750;Pärnumaa;Rannametsa  tee;Parasmaa;küla;57294766;4478708;;
Samanta;Konstantinov;N;18.08.1901;40108180738;Saaremaa;Silmu;Kailuka;küla;54934274;4569708;;
Vsevolod;Talts;M;18.08.1927;32708187127;Läänemaa;Vahe;Pälli;küla;;4718341;16.09.1937;10
Triinu-Liis;Rumjantsev;N;18.08.2016;61608186076;Põlvamaa;2. Paemurru;Linte;küla;57248218;7904708;;
Innar;Markus;M;18.08.1933;33308185565;Võrumaa;Kalevala;Muhkamõtsa;küla;58522942;7851108;;
Jesper;Simson;M;18.08.1927;32708180965;Harjumaa;Bremeni käik;Kiviloo;küla;58450621;6642499;;
Armand;Vill;M;18.08.1968;36808186445;Harjumaa;Uku  pôik;Peetri;küla;53809100;6453345;;
Andres;Lomp;M;18.08.1983;38308184920;Läänemaa;Tuuleveski;Esivere;küla;58736859;4711196;;
Betti;Adamson;N;18.08.2000;60008184808;Pärnumaa;Väike-Posti;Allikõnnu;küla;57909099;4487111;;
Yury;Paal;M;19.06.1947;34706199680;Lääne-Virumaa;Tala;Rahkla;küla;;3297750;18.08.1978;31
Viktor;Oks;M;18.08.1995;39508189952;Lääne-Virumaa;Lääne tee;Paasvere;küla;52931934;3274093;;
Miina;Ossipov;N;18.08.2018;61808184810;Läänemaa;Jugapuu tee;Pajumaa;küla;50625217;4751725;;
Marianna;Reimann;N;18.08.1988;48808181936;Saaremaa;Lõhmuse tee;Võrsna;küla;50058860;4575389;;
Elmar;Saare;M;18.08.1977;37708187151;Võrumaa;Rävala puiestee;Mõisamäe;küla;50428244;7858422;;
Jelena;Leppik;N;22.04.1964;46404224216;Valgamaa;Kadastiku;Pühaste;küla;53660350;7670407;18.08.2019;55
Annett;Suits;N;18.08.1902;40208183962;Tartumaa;J. Kuperjanovi;Toruküla;küla;55741734;7439696;;
Mai-Liis;Kukk;N;18.08.1945;44508188870;Järvamaa;Teguri;Kagavere;küla;52205129;3848071;;
Dmitry;Tõnisson;M;18.08.1961;36108184403;Võrumaa;Unna;Leimani;küla;54024153;7809412;;
Helari;Liivak;M;14.03.1973;37303142162;Harjumaa;Selise;Pudisoo;küla;59209351;6813336;18.08.2007;34
Alari;Hunt;M;18.08.1987;38708180739;Võrumaa;Rüütli;Viitina;küla;53084921;7867471;;
Evert;Annus;M;18.08.1932;33208186879;Tartumaa;Narva maantee;Pärsikivi;küla;55049029;7136767;;
Anne-Ly;Ott;N;18.08.2010;61008189382;Harjumaa;Reha;Muraste;küla;51708410;6317188;;
Tõnu;Ott;M;18.08.1949;34908189949;Põlvamaa;Otse;Sarvemäe;küla;52903536;7930028;;
Tuuli;Laan;N;18.08.1979;47908188541;Pärnumaa;Rabaküla;Võiste;alevik;57593221;4462160;;
Kristiin;Oja;N;18.08.2005;60508187870;Valgamaa;Suur-Jôekalda;Tagula;küla;58210850;7654426;;
Merle;Järv;N;18.08.1912;41208180034;Ida-Virumaa;Mõisapargi tänav;Ontika;küla;53572489;3334379;;
Mare;Hallik;N;18.08.1967;46708188095;Harjumaa;Tehase;Kadja;küla;55342476;6876199;;
Markkus;Friedman;M;18.08.1984;38408185593;Pärnumaa;Hõberebase;Täpsi;küla;52839973;4449865;;
Tony;Jõesaar;M;18.08.1993;39308183198;Saaremaa;Õli;Tammese;küla;58284981;4521934;;
Mari-Liis;Merisaar;N;18.08.1971;47108182789;Saaremaa;Vana-Lõuna;Riksu;küla;53372181;4532618;;
Karolin;Kivimäe;N;18.08.1944;44408187242;Võrumaa;Sirge;Võrusoo;küla;51626548;7880333;;
Jaana;Abramov;N;18.08.2004;60408188243;Pärnumaa;Amburi;Lemmetsa;küla;58028961;4436650;;
Susanna;Roos;N;18.08.1981;48108182509;Viljandimaa;Poordi;Kokaviidika;küla;55024128;4352868;;
Tarvi;Gusev;M;18.08.1969;36908181755;Lääne-Virumaa;Sangla;Koiduküla;küla;59353849;3242615;;
Elen;Madisson;N;18.08.1966;46608182854;Jõgevamaa;Puhangu;Tormi;küla;56020503;7771898;;
Helari;Mercklin;M;18.08.1949;34908183408;Võrumaa;Viru;Sadramõtsa;küla;53940342;7805394;;
Marelle;Jegorov;N;18.08.1993;49308188316;Läänemaa;Karja;Kiska;küla;55294908;4714015;;
Izabella;Arro;N;18.08.1928;42808181980;Ida-Virumaa;Nafta;Rannapungerja;küla;54176088;3369975;;
Stefani;Roots;N;18.08.1923;42308189677;Tartumaa;Vaksali;Luke;küla;50955677;7561928;;
Triini;Fomin;N;18.08.1943;44308185810;Pärnumaa;Ööbiku;Veskisoo;küla;53966417;4471519;;
Rasmus;Koort;M;18.08.1987;38708184042;Läänemaa;Marta;Kuijõe;küla;54871992;4742161;;
Boris;Maasik;M;18.08.1965;36508183969;Raplamaa;Variku tänav;Raela;küla;54330807;4883094;;
Maik;Bondarenko;M;18.08.1941;34108186885;Lääne-Virumaa;Tamme põik;Vistla;küla;59912771;3274973;17.08.2003;61
Reena;Solovjov;N;18.08.1924;42408180806;Harjumaa;Männi;Kulli;küla;57852586;6182214;30.09.2001;77
Hanna Maria;Soo;N;18.08.1949;44908183320;Läänemaa;Külmallika põik;Võntküla;küla;57414158;4758989;;
Simona;Reinke;N;18.08.1974;47408183822;Pärnumaa;Staadioni;Eavere;küla;55283362;4421594;;
Sabina;Lindgren;N;18.08.1911;41108181566;Lääne-Virumaa;Sõstra;Saukse;küla;58443309;3281423;;
Marite;Solovjov;N;18.08.1970;47008186607;Harjumaa;Sepapere;Roobuka;küla;57416308;6448067;;
Alan;Soon;M;18.08.2017;51708185564;Tartumaa;Suru;Käärdi;alevik;50129284;7821377;;
Eve;Heinsalu;N;18.08.1920;42008188044;Tartumaa;Sambliku;Rahinge;küla;52039239;7992206;;
Saara;Kissa;N;18.08.1926;42608187108;Harjumaa;Marja;Järveküla;küla;51469591;6650279;;
Kristel;Randoja;N;18.08.1921;42108188194;Saaremaa;Kodu;Hübja;küla;58753675;4552999;;
Eliise;Reinke;N;18.08.1987;48708184567;Viljandimaa;Vihma;Vilimeeste;küla;53298506;4301497;;
Brigita;Vlassov;N;18.08.1959;45908184825;Viljandimaa;Ugala;Sammaste;küla;55865609;4387512;;
Auli;Laan;N;18.08.1978;47808180740;Põlvamaa;Hipodroomi;Peri;küla;50780087;7918115;;
Eike;Filippov;N;18.08.1964;46408188534;Pärnumaa;Tammede puiestee;Kärbu;küla;56247556;4459435;;
Raimond;Pajula;M;18.08.1944;34408182266;Järvamaa;Pôdra;Soosalu;küla;54598802;3897901;;
Maria;Friedman;N;18.08.1903;40308180681;Hiiumaa;Kanarbiku;Riidaküla;küla;59281753;4627654;;
Margarita;Gross;N;18.08.1968;46808181494;Tartumaa;Soovõha tee;Pööritsa;küla;56923343;7295313;;
Katja;Moor;N;18.08.1954;45408189057;Saaremaa;Vana-Kalamaja;Õeste;küla;58882233;4589312;;
Karel;Renoir;M;18.08.1902;30208184565;Võrumaa;Kedriku;Sõmerpalu;alevik;59308219;7813986;;
Rico;Kirillov;M;06.07.1931;33107069899;Harjumaa;Siia;Põllküla;küla;;6371737;18.08.1951;20
Märten;Danilov;M;18.08.1927;32708186313;Võrumaa;Tedre põik;Leimani;küla;54152460;7866924;;
Sille;Kasak;N;18.08.1936;43608183766;Põlvamaa;Käokeele tee;Ihamaru;küla;55192735;7955513;;
Virko;Markson;M;18.08.1989;38908188647;Saaremaa;Jahimehe põik;Sundimetsa;küla;59901508;4524484;;
Raivo;Põder;M;18.08.2012;51208185033;Ida-Virumaa;Koidiku;Jaama;küla;51350584;3360986;;
Oscar;Lill;M;18.08.2000;50008184369;Valgamaa;Luku;Koigu;küla;50542956;7692543;;
Ariana;Mäesalu;N;18.08.1962;46208187516;Järvamaa;Oblika tee;Tudre;küla;58873040;3829875;;
Mirjam;Viks;N;18.08.1971;47108185110;Harjumaa;Lehiste puiestee;Kiili;alev;59800527;6810725;;
Morten;Piho;M;18.08.1978;37808184105;Ida-Virumaa;Sügise;Kiikla;küla;59937938;3337669;;
Inna;Jalakas;N;05.03.1970;47003055331;Harjumaa;Kampri;Vintse;küla;;6494798;18.08.1989;19
Andi;Suvi;M;18.08.1918;31808180579;Saaremaa;Kiriku;Põitse;küla;52499623;4579075;;
Mehis;Salumets;M;18.08.1976;37608186189;Ida-Virumaa;Pääsusaba;Kärasi;küla;50168400;3307920;;
Heleriin;Heinsalu;N;18.08.1985;48508183988;Pärnumaa;Bajadeeri;Nätsi;küla;53325485;4434988;;
Hannela;Sarv;N;18.08.2007;60708180294;Saaremaa;Petrooleumi;Liiküla;küla;52875721;4521804;;
Iiris;Lill;N;24.02.1950;45002242976;Põlvamaa;A. Vabbe;Nohipalo;küla;53361425;7905828;18.08.2016;66
Trinity;Männik;N;18.08.1950;45008188078;Valgamaa;Lao;Korijärve;küla;55889819;7652597;;
Indrek;Kaljuste;M;18.08.1909;30908184012;Võrumaa;Riisika;Tiirhanna;küla;51825093;7871995;;
Anu;Parts;N;18.08.1987;48708182340;Tartumaa;Aardla;Vanaussaia;küla;50206676;7153349;;
Oliivia;Holm;N;18.08.1976;47608187661;Valgamaa;Junga;Lota;küla;57785722;7682035;;
Martti;Mölder;M;18.08.1919;31908183766;Saaremaa;Rebase;Soela;küla;57160969;4564352;;
Marin;Bell;N;18.08.1902;40208181589;Lääne-Virumaa;Jalakakuru põik;Mädapea;küla;54520867;3210809;;
Kirsti;Kass;N;18.08.1921;42108183185;Hiiumaa;Tarva;Suurepsi;küla;58214156;4611311;;
Elvira;Suits;N;18.08.2015;61508185546;Põlvamaa;Seemne;Lauri;küla;54463115;7919229;;
Dan;Muru;M;18.08.1935;33508183878;Lääne-Virumaa;Kupra tee;Lemmküla;küla;55549532;3260317;;
Lukas;Meier;M;18.08.2004;50408180384;Raplamaa;Padu;Kojastu;küla;57603427;4878836;;
Art;Hansen;M;18.08.1980;38008183636;Ida-Virumaa;Mängu;Alekere;küla;57704564;3380607;;
Emilie;Kroon;N;18.08.1930;43008183926;Viljandimaa;A. Vardi tänav;Auksi;küla;55670886;4306619;;
Robi;Eller;M;18.08.2010;51008182255;Hiiumaa;Möldre tee;Külama;küla;56071868;4620163;;
Tormi;Konstantinov;M;18.08.1939;33908189755;Pärnumaa;Betooni põik;Eassalu;küla;51768290;4486147;;
Olivia;Iljin;N;18.08.1911;41108184281;Valgamaa;Pikksilma;Laanemetsa;küla;;7623976;03.03.1990;78
Aliis;Rumjantsev;N;18.08.2017;61708187037;Hiiumaa;Sepapaja;Kerema;küla;58235627;4632377;;
Taimar;Aus;M;24.12.1975;37512244249;Ida-Virumaa;A. Vardi tänav;Ulvi;küla;;3328548;18.08.1981;5
Hanna Maria;Palm;N;18.08.1982;48208181853;Jõgevamaa;Jasmiini tee;Liikatku;küla;58540568;7717217;;
Mart;Ots;M;18.08.1956;35608184866;Põlvamaa;Parmu;Mustakurmu;küla;55890097;7994676;;
Markos;Koval;M;18.08.2019;51908185309;Harjumaa;Liiva;Suurküla;küla;50743189;6252821;;
Triinu;Afanasjev;N;02.04.1917;41704028061;Võrumaa;Voorimehe  pôik;Kühmamäe;küla;;7870087;18.08.1929;12
Innar;Pihelgas;M;26.01.1946;34601262300;Põlvamaa;Väike-Sõjamäe;Magari;küla;;7982592;18.08.1979;33
Marco;Vinogradov;M;18.08.1973;37308184537;Raplamaa;Kure;Järvakandi;alev;56030771;4838407;;
Karina;Vill;N;18.08.1988;48808180747;Põlvamaa;Õllepruuli;Valgesoo;küla;59442828;7983223;31.08.2008;20
Kädi;Nurm;N;18.08.1908;40808187897;Ida-Virumaa;Veetorni;Kohtla-Järve;linn;55318475;3315096;;
Kristi;Sidorov;N;18.08.1971;47108187719;Lääne-Virumaa;Tekstiili;Paatna;küla;58287460;3227394;;
Raneli;Hõbe;N;18.08.1987;48708183905;Pärnumaa;Tammelehe;Tihemetsa;alevik;56337046;4416452;;
Gerttu;Viks;N;18.08.1954;45408188406;Pärnumaa;Tuvi;Iska;küla;54111084;4472822;;
Nikol;Tammet;N;18.08.2014;61408186400;Lääne-Virumaa;Külma;Raudla;küla;55833731;3273205;18.08.2018;4
Taavet;Ruus;M;15.08.1969;36908150998;Järvamaa;Kriidi;Sõrandu;küla;59038907;3884939;18.08.1995;26
Reili;Vill;N;18.08.1908;40808189134;Ida-Virumaa;Kerese;Konju;küla;56217860;3390632;;
Kairi;Hunt;N;18.06.1990;49006188574;Ida-Virumaa;Mäekõrtsi;Meriküla;küla;50805613;3321130;18.08.2010;20
Alar;Laas;M;18.08.1906;30608180639;Hiiumaa;Ilmatsalu;Ojaküla;küla;53579953;4626645;;
Triin;Kuus;N;18.08.1983;48308188692;Harjumaa;Lemmiku põik;Seli;küla;54827756;6761967;;
Karolin;Täht;N;18.08.2014;61408180526;Võrumaa;Väike-Veski;Hilana;küla;53507429;7880291;;
Eliis;Salumäe;N;18.08.1972;47208186710;Ida-Virumaa;Peeter Süda;Koolma;küla;56740926;3310383;;
Armand;Bell;M;18.08.1953;35308188246;Ida-Virumaa;Lesta;Karoli;küla;52592801;3346247;;
Arvo;Lipp;M;18.08.1959;35908183134;Hiiumaa;Lõkke;Tohvri;küla;53486423;4652530;;
Caroline;Hein;N;18.08.1951;45108189164;Põlvamaa;Harksaba;Himmaste;küla;54959095;7952322;;
Angela;Ojaste;N;18.08.1972;47208188884;Võrumaa;Teguri;Ruhingu;küla;59129580;7808899;;
Raido;Uustalu;M;18.08.1991;39108182944;Viljandimaa;Toom-Kuninga;Kirivere;küla;57463135;4368219;;
Marii;Ivanov;N;18.08.2014;61408186128;Ida-Virumaa;Reha;Raadna;küla;51517049;3371338;;
Karmen;Heinsoo;N;18.08.1993;49308182452;Saaremaa;Vihu;Nautse;küla;53087152;4594406;;
Liana;Pärtel;N;18.08.1933;43308188618;Harjumaa;Unna;Vatsla;küla;53777170;6223781;;
Reimo;Marksoo;M;18.08.1928;32808185603;Tartumaa;Korese;Päkste;küla;53314948;7368157;;
Lisanna;Tammik;N;18.08.1970;47008186611;Saaremaa;Neemiku;Liigalaskma;küla;55328394;4566638;26.08.2000;30
Kirke;Fomin;N;18.08.2013;61308182480;Võrumaa;Auna;Mäe-Palo;küla;52287271;7825113;;
Ott;Tihhomirov;M;18.08.1994;39408186104;Lääne-Virumaa;Tala;Võivere;küla;54332720;3276063;;
Karolin;Orlov;N;18.08.1985;48508183824;Läänemaa;Hiiu;Ingküla;küla;53176947;4742186;;
Markos;Semenov;M;18.08.1993;39308189552;Pärnumaa;E. Wiiralti tänav;Roodi;küla;57794357;4418892;;
Aliise;Vaher;N;18.08.1913;41308189863;Võrumaa;Sarapiku tee;Rummi;küla;55298940;7891293;;
Ines;Ivask;N;18.08.1986;48608185952;Läänemaa;Raudsilla;Laheva;küla;56851296;4753952;;
Annett;Jegorov;N;18.08.2018;61808187378;Järvamaa;Joala;Vao;küla;51284192;3858249;;
Anneliis;Palm;N;18.08.2003;60308186444;Harjumaa;Männimetsa tee;Suurpea;küla;55893714;6611287;07.07.2018;14
Joonatan;Lapin;M;18.08.1952;35208188808;Võrumaa;Õuna;Parksepa;alevik;51989187;7806100;;
Inna;Uustalu;N;18.08.2008;60808186119;Põlvamaa;Rajapere;Loko;küla;59696387;7916901;;
Tõnis;Mercklin;M;18.08.1942;34208186518;Põlvamaa;Müürivahe;Himma;küla;53040372;7976059;16.05.2009;66
Angelina;Kurg;N;18.08.2009;60908185452;Pärnumaa;Keemia;Tamba;küla;51231814;4467166;;
Saara;Tiik;N;18.08.1906;40608184646;Saaremaa;Taime;Haapsu;küla;59855873;4577671;;
Liise;Sulg;N;18.08.1971;47108182292;Läänemaa;Tähesaju tee;Kuke;küla;59785471;4754687;;
Gabriel;Salu;M;20.03.1907;30703209967;Hiiumaa;Kuslapuu;Tempa;küla;;4652988;18.08.1919;12
Age;Timofejev;N;18.08.1919;41908181385;Jõgevamaa;A. H. Tammsaare;Lebavere;küla;53839898;7701730;;
Jevgeni;Salumets;M;18.08.1996;39608180461;Jõgevamaa;Preesi;Kassinurme;küla;53826639;7714344;;
Valeri;Roots;M;18.08.2017;51708187131;Tartumaa;Kanali tee;Sirvaku;küla;53345854;7711090;;
Vassili;Pihelgas;M;18.08.1950;35008181707;Läänemaa;Kalmistu;Kersleti;küla;51850293;4719223;;
Silva;Ots;N;18.08.1977;47708189630;Saaremaa;Mureli tänav;Tornimäe;küla;52001056;4591855;;
Katariina;Egorov;N;18.08.2003;60308188975;Võrumaa;Künka;Parmupalu;küla;59879969;7804348;;
Sigmar;Raudsepp;M;18.08.1930;33008185339;Lääne-Virumaa;Härma;Andja;küla;51656004;3221151;;
Marko;Lumi;M;18.08.1976;37608182165;Lääne-Virumaa;Tuleviku;Uku;küla;53525709;3218321;;
Andrus;Koger;M;30.09.1906;30609304940;Jõgevamaa;Pärnaõie tee;Kirtsi;küla;;7707837;18.08.1913;6
Terje;Maack;N;11.04.1966;46604114356;Raplamaa;Kloostrimetsa tee;Aandu;küla;;4877364;18.08.1973;7
Sirly;Kesküla;N;18.08.2019;61908182595;Ida-Virumaa;Lüüsi;Vadi;küla;55053484;3370069;;
Tanel;Tarassov;M;18.08.1974;37408188787;Pärnumaa;Peedu;Urge;küla;55147211;4460729;;
Jessica;Vahtra;N;18.08.1973;47308182897;Järvamaa;Lavretsovi;Laimetsa;küla;51076947;3821020;;
Markel;Tamm;M;18.08.2008;50808180619;Tartumaa;Nata;Veskimäe;küla;53477686;7634748;;
Johan;Kesküla;M;18.08.1956;35608182933;Tartumaa;A. Haava;Kikivere;küla;52940683;7533832;26.03.2007;50
Maarja-Liis;Mänd;N;18.08.1991;49108188321;Saaremaa;Postitalu;Mullutu;küla;59249804;4512432;;
Kert;Pihlak;M;18.08.2005;50508189144;Harjumaa;Vilja;Nehatu;küla;56366634;6334445;;
Edward;Uus;M;18.08.2019;51908183167;Lääne-Virumaa;Lagle puiestee;Lahu;küla;52072278;3271183;;
Taniel;Lill;M;18.08.1948;34808188002;Saaremaa;Käokannu tee;Kuremetsa;küla;56031462;4599066;;
Terje;Marksoo;N;18.08.1900;40008185879;Saaremaa;Väike Rannavärav;Valjala;alevik;59598037;4580407;;
Aili;Fomin;N;18.08.1946;44608182821;Pärnumaa;Suur-Posti;Hõbesalu;küla;55100027;4438259;;
Katariina;Herodes;N;18.08.1972;47208180389;Hiiumaa;Kaarli;Ülendi;küla;58113500;4638965;;
Patricia;Štšerbakov;N;18.08.2007;60708187424;Harjumaa;Kurni põik;Kata;küla;50954539;6398534;;
Jevgenia;Karu;N;18.08.2016;61608188646;Pärnumaa;Harju;Ridalepa;küla;57330253;4403639;;
Feliks;Soosalu;M;18.08.1990;39008188628;Harjumaa;Lee;Partsaare;küla;56858893;6325597;;
Andrias;Salumäe;M;18.08.2005;50508183625;Hiiumaa;Harkumetsa tee;Suureranna;küla;56761013;4629207;;
Kristiina;Vill;N;18.08.1992;49208187255;Raplamaa;Saiakang;Sonni;küla;56445236;4810420;;
Janely;Martinson;N;18.08.1900;40008188531;Tartumaa;Võrse;Orgemäe;küla;56833846;7229030;;
Reelika;Novikov;N;18.08.2016;61608187991;Võrumaa;Vepsküla;Ignasõ;küla;59785585;7831903;;
Elise;Simm;N;18.08.1921;42108185980;Harjumaa;Õpetajate;Seli;küla;51205704;6299926;;
Ken-Martin;Hunt;M;02.06.1946;34606020223;Tartumaa;Lõimise;Naelavere;küla;;7194851;18.08.1966;20
Dajana;Kutsar;N;18.08.1987;48708181721;Põlvamaa;Saaremaa puiestee;Toolamaa;küla;52418725;7935578;;
Heiko;Petrov;M;18.08.1934;33408186562;Saaremaa;Bremeni käik;Tehumardi;küla;53433163;4566525;;
Alvar;Jürgens;M;18.08.1975;37508183044;Hiiumaa;Sepa;Taterma;küla;57533119;4633584;;
Maris;Lõhmus;N;18.08.2009;60908183990;Harjumaa;Sammu;Kantküla;küla;57338319;6204321;;
Liia;Tõnisson;N;18.08.1934;43408189293;Harjumaa;Nurmenuku tee;Paunaste;küla;51054743;6523712;;
Laura Maria;Johanson;N;18.08.1990;49008180554;Põlvamaa;Väike-Paala;Oro;küla;57264290;7936632;;
Danil;Trofimov;M;18.08.1934;33408188240;Viljandimaa;Laatsareti;Mõõnaste;küla;56743392;4397583;;
Piret;Jefimov;N;18.08.1936;43608187066;Põlvamaa;Taevakivi;Podmotsa;küla;;7996237;27.07.1985;48
Simon;Suits;M;18.08.1963;36308185120;Valgamaa;Savi;Laatre;alevik;52867310;7610086;;
Priit;Sarapuu;M;18.08.1998;39808189383;Saaremaa;Sagari;Möldri;küla;54616535;4581185;;
Devid;Frolov;M;18.08.1984;38408185226;Raplamaa;Tuluste;Rõue;küla;59021799;4857299;;
Meribel;Palm;N;18.08.1986;48608188040;Pärnumaa;Nikolai v. Glehni põik;Kavaru;küla;50236845;4468159;;
Karl Markus;Vorobjov;M;20.06.1943;34306200676;Saaremaa;Selleri tänav;Vahva;küla;;4515047;18.08.1965;22
Regina;Aru;N;18.08.1958;45808189735;Põlvamaa;Odra;Ristipalo;küla;50926676;7907498;;
Elo;Õun;N;18.08.1982;48208188204;Jõgevamaa;Harkumetsa tee;Mõhküla;küla;55920406;7757239;;
Keiti;Kallaste;N;26.04.1951;45104260200;Järvamaa;Artur Kapi;Pibari;küla;;3810325;18.08.1977;26
Emma;Kadak;N;18.08.1947;44708186419;Pärnumaa;Tõnu;Maima;küla;55183411;4421339;;
Kasper;Lõhmus;M;18.08.1952;35208182206;Põlvamaa;Selja;Niitsiku;küla;;7992776;08.01.1960;7
Karl Markus;Tarassov;M;18.08.2011;51108183615;Saaremaa;Uus-Tatari;Ariste;küla;51055966;4559275;;
Ergo;Luts;M;18.08.2000;50008182664;Lääne-Virumaa;Hirve põik;Tapa;linn;55313730;3221916;;
Nikolay;Matvejev;M;18.08.1987;38708186179;Saaremaa;Kulla;Paaste;küla;50784685;4515079;;
Riivo;Kolberg;M;18.08.2005;50508187273;Järvamaa;Kopliranna;Mõnuvere;küla;53768750;3863211;;
Laureen;Kirs;N;18.08.1951;45108184227;Harjumaa;Laulu;Ravila;alevik;57363552;6896265;;
Triinu-Liis;Soosalu;N;18.08.1937;43708185364;Hiiumaa;Wismari;Lehtma;küla;54357328;4648503;;
Alondra;Raag;N;18.08.1918;41808180857;Raplamaa;Vene;Lungu;küla;58134437;4804730;02.05.1996;77
Rinat;Paju;M;18.08.1935;33508189419;Saaremaa;Päikese;Mõega;küla;59322628;4538283;;
Alesja;Palm;N;18.08.1968;46808184377;Tartumaa;Lemle;Valmaotsa;küla;51417388;7128985;;
Johann;Kolk;M;18.08.1940;34008189189;Ida-Virumaa;Kristeni;Tammessaare;küla;52820427;3315924;;
Evert;Jaanus;M;18.08.1927;32708180302;Harjumaa;Bajadeeri;Seli;küla;53801802;6914157;;
Adriana;Gerassimov;N;22.12.1936;43612224684;Harjumaa;Püssi;Sõmeru;küla;;6177172;18.08.1949;12
